,titles
3298,PJベリーのもぐもぐむにゃむにゃ
3299,PJ Berry no Mogu Mogu Munya Munya
3300,Hanasakeru Seishounen Recaps
3302,花咲ける青少年
3303,Hanasakeru Seishonen Specials
3304,Kämpfer
3305,Kämpfer
3306,けんぷファー
3307,"Kampfer, Kaempfer"
3308,Witchblade
3309,Witchblade
3310,ウィッチブレイド
3312,The Borgman: Last Battle
3313,Sonic Soldier Borgman: Last Battle
3314,THE·BORGMAN LAST BATTLE (ザ・ボーグマン ラストバトル)
3315,"Sonic Soldier Borgman: The Final Battle, Chouon Senshi Borgman: Last Battle"
3316,Bishoujo Senshi Sailor Moon R: The Movie
3317,Sailor Moon R: The Movie
3318,美少女戦士セーラームーンＲ THE MOVIE
3320,Jishu Seisaku Movie Binchou-tan
3322,自主制作ムービー びんちょうタン
3323,"Bincho-Tan OVA, Binchou-tan Jishu Seisaku Movie: Aozora ni Wasure Mono"
3324,Hyakka Ryouran: Samurai After
3326,百花繚乱 サムライアフター
3327,Hyakka Ryouran OVA
3328,Mahou Shoujo Lyrical Nanoha ViVid
3330,魔法少女リリカルなのはViVid
3331,Magical Girl Lyrical Nanoha ViVid
3332,Zettai Bouei Leviathan
3333,Leviathan: The Last Defense
3334,絶対防衛レヴィアタン
3335,Zettai Boei Leviatan
3336,Hataraku Onii-san!
3337,Working Buddies!
3338,働くお兄さん!
3340,Unbalance
3341,Sibling Secret: She&#039;s the Twisted Sister
3342,アンバランス
3344,The Third: Aoi Hitomi no Shoujo
3346,ザ・サード 蒼い瞳の少女
3347,The Third: The Girl with the Blue Eye
3348,Yahari Ore no Seishun Love Comedy wa Machigatteiru.
3349,My Teen Romantic Comedy SNAFU
3350,やはり俺の青春ラブコメはまちがっている。
3351,"Oregairu, My youth romantic comedy is wrong as I expected."
3352,Shoujo Kakumei Utena: Adolescence Mokushiroku
3353,Revolutionary Girl Utena: The Adolescence of Utena
3354,少女革命ウテナ　アドゥレセンス黙示録
3355,Revolutionary Girl Utena: Adolescence Apocalypse
3356,The Midnight★Animal
3358,ザ・ミッドナイト★アニマル
3359,The Midnight Animals
3360,Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa
3362,銀河英雄伝説外伝　黄金の翼
3363,"Legend of the Galactic Heroes Gaiden: Golden Wings, LoGH Gaiden: Golden Wings, Legend of the Galactic Heroes MOVIE (1992)"
3364,Gabriel DropOut Specials
3366,ガヴリールドロップアウトOVA
3368,Mahou Shoujo Taisen
3369,Magica Wars
3370,魔法少女大戦
3372,Detective Conan OVA 06: Follow the Vanished Diamond! Conan & Heiji vs. Kid!
3374,名探偵コナン 消えたダイヤを追え! コナン・平次vsキッド!
3375,Meitantei Conan: Kieta Daiya wo Oe! Conan & Heiji VS Kid!
3376,Shichinin no Nana
3378,七人のナナ
3379,"Nana 7 of 7, Nana Seven of Seven"
3380,Tengen Toppa Gurren Lagann Movie: Lagann-hen Special - Viral no Amai Yume
3382,天元突破グレンラガン 劇場版前夜祭 映像特典 「ヴィラルの甘い夢」
3383,Tengen Toppa Gurren Lagann Gekijouban Zenyasai Special: Viral&#039;s Sweet Dream
3384,Hajime no Ippo: Boxer no Kobushi
3385,Fighting Spirit Special
3386,はじめの一歩 THE FIGHTING! ボクサーの拳
3387,"Hajime no Ippo Episode 76, The First Step Special, Hajime no Ippo: The Fighting Special, Hajime no Ippo Special"
3388,Netoge no Yome wa Onnanoko ja Nai to Omotta?
3389,And you thought there is never a girl online?
3390,ネトゲの嫁は女の子じゃないと思った？
3391,"Net Game no Yome wa Onna no Ko ja Nai to Omotta?, NetoYome"
3392,Shin Tenchi Muyou!
3393,Tenchi in Tokyo
3394,新・天地無用!
3395,New Tenchi Muyo
3396,Yojouhan Shinwa Taikei
3397,The Tatami Galaxy
3398,四畳半神話大系
3399,"Yojo-Han Shinwa Taikei, Yojou-Han Shinwa Taikei, Yojohan Shinwa Taikei"
3400,Kore wa Zombie Desu ka? of the Dead
3401,Is this A Zombie? of the Dead
3402,これはゾンビですか? OF THE DEAD
3403,"Kore wa Zombie Desu ka? 2, Koreha Zombie Desu ka? Jigokuhen, Kore ha Zombie Desu ka? Jigokuhen, Kore wa Zombie Desu ka? Jigokuhen, Kore wa Zombie Desuka? of the Dead"
3404,Bounty Hunter: The Hard
3406,ザ・ハ－ド
3407,The Hard: Bounty Hunter
3408,Peach Girl
3409,Peach Girl: Super Pop Love Hurricane
3410,ピーチガール
3412,Toilet no Hanako-san
3414,トイレの花子さん
3415,"Hanako of the Toilet, Toire no Hanako-san"
3416,"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai"
3417,"Miss Kobayashi&#039;s Dragon Maid Episode 14: Valentine&#039;s, and Then Hot Springs! - Please Don&#039;t Get Your Hopes Up"
3418,"小林さんちのメイドラゴン バレンタイン, そして温泉! (あまり期待しないでください)"
3419,Kobayashi-san Chi no Maid Dragon Episode 14
3420,Prism Ark
3422,プリズム・アーク
3424,Evil or Live
3425,Evil or Live
3426,EVIL OR LIVE
3427,Lixiang Jinqu
3428,"Taka no Tsume-dan, Toyama"
3430,鷹の爪団、富山
3432,K-On!!: Ura-On!!
3433,K-ON!!: Ura-On!!
3434,うらおん!!
3435,"K-On!! Specials, Uraon!!, Keion Specials 2"
3436,Macross F Movie 2: Sayonara no Tsubasa
3438,劇場版 マクロスＦ 恋離飛翼 ～サヨナラノツバサ～
3439,"Macross Frontier the Movie 2, Gekijouban Macross F: Sayonara no Tsubasa, Macross Frontier: The Wings of Goodbye, Macross Frontier: The Wings of Farewell"
3440,Munto: Toki no Kabe wo Koete
3441,Munto 2: Beyond the Walls of Time
3442,MUNTO 時の壁を越えて
3444,Jakusansei Million Arthur Specials
3446,弱酸性ミリオンアーサー 配信決定記念CM
3448,Pokemon XY: Mega Evolution
3450,ポケットモンスターXY MEGA EVOLUTION
3451,"Pokemon XY: Saikyou Mega Shinka, Pokemon XY Special Episode: The Strongest Mega Evolution - Act I, Pokemon XY Special Episode: The Strongest Mega Evolution - Act II, Pokemon Monsters XY Tokubetsu-hen"
3452,Nyan Koi!
3453,Nyan Koi!
3454,にゃんこい！
3455,Nyankoi
3456,Eguchi Hisashi no Nantoka Narudesho!
3458,江口寿史のNANTOKA NARUDESHO!
3460,Accel World: Infinite∞Burst
3462,アクセル・ワールド INFINITE∞BURST（インフィニット・バースト）
3464,Puchimas!: Petit iDOLM@STER Episode 0
3466,ぷちます！だい0わ
3467,"Puchimas! Wakku Waku!!, Puchimas!: Petit Idolmaster Dai 0 Wa, PUCHIM@S Episode 0"
3468,Kuusou no Sora Tobu Kikaitachi
3470,空想の空飛ぶ機械達
3472,Alien 9
3474,エイリアン9
3475,Alien Nine
3476,Kao no nai Tsuki
3477,Moonlight Lady
3478,顔のない月
3479,"Kaotsuki, No Surface Moon"
3480,Star Ocean EX
3481,Star Ocean EX
3482,スターオーシャンEX
3484,Akai Koudan Zillion
3485,Zillion
3486,赤い光弾ジリオン
3487,Red Photon Zillion
3488,Akihabara Dennou-gumi: 2011-nen no Natsuyasumi
3490,劇場版 アキハバラ電脳組 2011年の夏休み
3491,"Cyberteam in Akihabara: 2011 Summer Vacations, Cyber Team in Akihabara: The Movie, Akihabara Cyber Team 2011, Akihabara Denno Gumi 2011 Nen no Natsuyasumi"
3492,Blassreiter
3493,Blassreiter
3494,ブラスレイター
3495,BLASSREITER -genetic-
3496,Haiyore! Nyaruko-san
3497,Nyaruko: Crawling With Love!
3498,這いよれ！ニャル子さん
3499,"Nyarko-san: Another Crawling Chaos, Haiyoru! Nyaruko-san"
3500,Samurai Girl Real Bout High School
3501,Samurai Girl Real Bout High School
3502,SAMURAI GIRL　リアルバウトハイスクール
3504,Osomatsu-kun (1988): Appare! Chibita no Onitaiji zansu
3506,おそ松くん あっぱれ！チビ太の鬼たいじザンス
3508,Bokura no Live Kimi to no Life
3510,僕らのLIVE 君とのLIFE
3511,Love Live! School Idol Project: Bokura no Live Kimi to no Life
3512,Shiawase Haitatsu Taneko
3514,しあわせ配達おみくじタネコ
3516,Shinkyoku Soukai Polyphonica Crimson S
3517,Polyphonica Crimson S
3518,神曲奏界ポリフォニカcrimsonS
3520,Hi no Tori: Yamato-hen
3521,The Phoenix: Chapter of Yamato
3522,火の鳥・ヤマト編
3524,Dagashi Kashi 2
3525,Dagashi Kashi 2
3526,だがしかし2
3527,Dagashikashi 2
3528,Ultraviolet: Code 044
3529,Ultraviolet: Code 044
3530,ウルトラヴァイオレットコード044
3531,Ultraviolet:Code044
3532,Crayon Shin-chan Movie 02: Buriburi Oukoku no Hihou
3534,クレヨンしんちゃん ブリブリ王国の秘宝
3535,"Eiga Crayon Shin-chan: Buriburi Oukoku no Hihou, Crayon Shin-chan: The Secret Treasure of Buri Buri Kingdom"
3536,Manyuu Hikenchou
3538,魔乳秘剣帖
3540,G-Taste (2010)
3541,G-Best
3542,G-Best －G-tasteベストセレクション－
3544,Days (TV) OVA
3546,DAYS
3548,Dokidoki♡Densetsu: Mahoujin Guruguru
3549,Magical Circle Guru Guru 2
3550,ドキドキ♡伝説 魔法陣グルグル
3551,"Mahoujin Guruguru II, Mahoujin Guru Guru: Doki Doki Legend"
3552,Good Morning
3554,Good Morning
3556,Anime Oyako Gekijou
3557,Superbook
3558,アニメ 親子劇場
3560,Hanamaru Youchien
3561,Hanamaru Kindergarten
3562,はなまる幼稚園
3564,Chikkun Takkun
3566,チックン タックン
3567,"Chicken Takkun, Chicken Tak-kun, Chikkun Tak-kun, Chik-kun Tak-kun"
3568,Zoku Natsume Yuujinchou: 3D Nyanko-sensei Gekijou
3570,続 夏目友人帳 3Ｄニャンコ先生劇場
3572,Seiken no Blacksmith
3573,The Sacred Blacksmith
3574,聖剣の刀鍛冶（ブラックスミス）
3575,Seiken no Katanakaji
3576,Mahou no Yousei Persia Pilot
3578,夢世界ホッジポッジ
3579,Magical Fairy Persia: Hodge Podge Dream World
3580,Magnerobo Ga-Keen
3582,マグネロボ・ガ・キーン
3583,"Magne Robo Gakeen, Gakeen Magnetic Robot, Robotman Gakeen, Magnetic Robot Ga Keen, Magnos Robot"
3584,Ichigeki Sacchuu!! Hoihoi-san
3586,一撃殺虫!!ホイホイさん
3587,"Hoi Hoi-san, Ichigeki Satchu Hoi Hoi San, One-Shot Bug Killer!! Interceptor Doll HoiHoi-san, Interceptor Doll HoiHoi-san"
3588,Shinryaku!? Ika Musume
3589,The Squid Girl 2
3590,侵略!?イカ娘
3591,"The Invader Comes From the Bottom of the Sea!, Shinryaku! Ika Musume 2"
3592,Gan Gan Ganko-chan 2nd Season
3594,がん がん がんこちゃん 第2期
3596,Quiz Magic Academy: The Original Animation
3598,クイズマジックアカデミー ~The Original Animation~
3599,QMA
3600,ViVid Strike!
3602,ViVid Strike!
3604,Basilisk: Ouka Ninpouchou
3605,Basilisk: The Ouka Ninja Scrolls
3606,バジリスク ～桜花忍法帖～
3608,Sonic: Night of the WereHog
3610,SONIC NIGHT OF THE WEREHOG ~ソニック&チップ 恐怖の館~
3611,Sonic: Night of the WereHog - Sonic & Chip Kyoufu no Kan
3612,Saraiya Goyou
3613,House of Five Leaves
3614,さらい屋 五葉
3615,Sarai-ya Goyou
3616,Kimi no Kokoro wa Kagayaiteru kai?
3618,君のこころは輝いてるかい？
3619,"Love Live! Sunshine!!, Love Live! School Idol Project"
3620,Dororon Enma-kun
3622,ドロロンえん魔くん
3623,The Little Judge from Hell
3624,Ling Qi
3625,Spiritpact
3626,灵契
3627,"Soul Contract, Spirit Contract"
3628,Happy☆Lesson: Advance
3630,HAPPY☆LESSON ADVANCE
3631,Happy Lesson: Advance
3632,Rurouni Kenshin: Special Techniques
3634,るろうに剣心－明治剣客浪漫譚－
3635,Rurouni Kenshin: Meiji Kenkaku Romantan - Special Techniques
3636,Shounen Hollywood: Holly Stage for 50
3638,少年ハリウッド-HOLLY STAGE FOR 50-
3639,Shonen Hollywood 2
3640,Kumo ni Noru
3642,雲にのる
3644,Densetsu Kyojin Ideon
3645,Space Runaway Ideon
3646,伝説巨神イデオン
3647,"Ideon, Legendary Giant-God Ideon, Great God Legend Ideon"
3648,Senyuu. Specials
3650,戦勇。
3651,"Senyuu. Episode 1.1, Senyu. Specials"
3652,Baby Princess 3D Paradise 0 [Love]
3654,ベイビー・プリンセス 3Dぱらだいす0[ラブ]
3655,Baby Princess 2D Paradise Love
3656,Maid Ane
3658,メイド姉
3659,Maid-Ane
3660,"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken"
3661,Shomin Sample
3662,俺がお嬢様学校に『庶民サンプル』としてゲッツされた件
3663,"Story in Which I Was Kidnapped by a Young Lady&#039;s School to be a ""Sample of the Common People"", Ore ga Ojou-sama Gakkou ni ""Shomin Sample"" Toshite Rachirareta Ken"
3664,Rokujouma no Shinryakusha!? (TV)
3665,Invaders of the Rokujyoma!?
3666,六畳間の侵略者！？
3667,Rokujouma no Shinryakusha!?
3668,Eureka Seven AO: Aratanari Fukaki Ao
3670,エウレカセブンAO 新たなり深き青
3671,Eureka Seven AO Original Short Anime
3672,Nurse Angel Ririka SOS
3674,ナースエンジェルりりかＳＯＳ
3676,Osakana wa Ami no Naka
3677,Fish in the Trap
3678,おさかなはあみの中
3680,Sore Ike! Anpanman: Rhythm de Teasobi - Anpanman to Fushigi na Parasol
3682,それいけ!アンパンマン リズムでてあそび アンパンマンとふしぎなパラソル
3684,Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness
3685,"Yuri!!! On ICE: Yuri Plisetsky GPF in Barcelona EX ""Welcome to The Madness"""
3686,"ユーリ!!! on ICE Yuri Plisetsky GPF in Barcelona EX ""Welcome to The Madness"""
3687,Yuri!!! on ICE Special
3688,Ai no Kusabi (2012)
3690,間の楔
3692,Urusei Yatsura OVA
3694,うる星やつら
3696,Eiyuu Densetsu: Sora no Kiseki The Animation
3697,Legend of the Heroes: Trails in the Sky
3698,英雄伝説 空の軌跡 THE ANIMATION
3700,Magical Moe
3701,Magical Moe
3702,Magicalもえ
3703,マジカルもえ
3704,Ame-iro Cocoa: Rainy Color e Youkoso!
3705,"Rainy Cocoa, Welcome to Rainy Color"
3706,雨色ココア Rainy colorへようこそ！
3707,"Ameiro Cocoa: Rainy Color e Youkoso!, Ame-iro Cocoa 2"
3708,Kareshi Kanojo no Jijou
3709,His and Her Circumstances
3710,彼氏彼女の事情
3711,"Kare Kano, Karekano"
3712,Senkou no Night Raid Specials
3713,Night Raid 1931 Specials
3714,閃光のナイトレイド
3716,One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi
3717,One Piece The Movie: Episode of Alabasta - The Desert Princess and the Pirates
3718,劇場版ワンピース エピソードオブアラバスタ 砂漠の王女と海賊たち
3720,Ancien to Mahou no Tablet: Mou Hitotsu no Hirune Hime
3721,Ancien and the Magic Tablet: Another Story
3722,エンシェンと魔法のタブレット～もうひとつのひるね姫～
3724,Mikagura Gakuen Kumikyoku (TV)
3725,Mikagura School Suite
3726,ミカグラ学園組曲
3728,IDOLiSH7 Tokubetsu Bangumi: Kimi to Furikaeranaito!
3730,アイドリッシュセブン特別番組 キミと振り返らないと!
3731,Idolish Seven Recap
3732,Gintama°: Aizome Kaori-hen
3734,銀魂　愛染香篇
3735,"Gintama° OVA, Gintama: Love Incense Arc"
3736,Mai-HiME Specials
3737,My-Hime Specials
3738,舞-HiME
3739,"My-HiME, My Princess"
3740,Guilty Crown: Lost Christmas
3741,Guilty Crown: Lost Christmas
3742,ギルティクラウン ロストクリスマス
3744,Jigoku Shoujo Mitsuganae
3745,Hell Girl: Three Vessels
3746,地獄少女 三鼎
3747,"Hell Girl 3, Jigoku Shoujo 3"
3748,Deltora Quest
3749,Deltora Quest
3750,デルトラクエスト
3752,Nukko.
3754,ぬっこ。
3756,Hitsugi no Chaika
3757,Chaika -The Coffin Princess-
3758,棺姫のチャイカ
3759,Hitsugi no Chaika
3760,Clannad Movie
3761,Clannad The Motion Picture
3762,劇場版 クラナド
3763,Gekijouban Clannad
3764,Tanin no Kankei
3766,他人の関係
3767,"Homeroom Affairs, Human Relations"
3768,Ninja Hattori-kun
3769,Ninja Hattori-kun
3770,忍者ハットリくん
3771,"Hattori the Ninja, Hattori, the Little Ninja, Ninja Hattori"
3772,UQ Holder!: Mahou Sensei Negima! 2
3773,UQ Holder!
3774,UQ HOLDER! ～魔法先生ネギま！2～
3775,"Yuukyuu Holder, Eternal Holder"
3776,Zombie-Loan
3777,Zombie-Loan
3778,ZOMBIE-LOAN ゾンビローン
3780,R.O.D OVA
3781,R.O.D - Read or Die
3782,R.O.D リード・オア・ダイ
3783,"R.O.D - Read or Die, ROD, Read or Die, ROD OVA, Read or Die OVA, R.O.D."
3784,Pokemon XY: Koukoku no Princess Diancie
3785,"Diancie, Princess of the Diamond Domain"
3786,鉱国のプリンセス ディアンシー
3787,"Diancie, Princess of the Ore Country"
3788,Washimo
3790,わしも
3791,Wasimo
3792,Amagami SS+ Plus
3793,Amagami SS+ plus
3794,アマガミSS+ plus
3795,"Amagami SS Dai Ni Ki, Amagami SS Second Season, Amagami SS 2nd Season"
3796,Huyao Xiao Hongniang: Qian Yan
3797,Fox Spirit Matchmaker 5th Season
3798,狐妖小红娘 千颜
3799,"Fox Spirit Matchmaker 5th Season, Little Foxspirit Matchmaker Season 5, Enmusubi no Youko-chan"
3800,Inazuma Eleven Go: Galaxy
3802,イナズマイレブンＧＯ ギャラクシー
3804,Solty Rei
3806,ソルティレイ
3807,SoltyRei
3808,Akuemon
3810,悪右衛門
3812,Natsuyasumi.
3814,ナツヤスミ.
3815,Summer Vacation
3816,Crayon Shin-chan Movie 21: Bakauma! B-Kyuu Gourmet Survival Battle!!
3818,映画クレヨンしんちゃん バカうまっ! B級グルメサバイバル!!
3820,Aquarion Logos
3822,アクエリオンロゴス
3824,Tales of Gekijou
3826,ているず おぶ 劇場
3827,Tales of the Heroes: Twin Brave Specials
3828,Owarimonogatari
3829,Owarimonogatari
3830,終物語
3831,End Story
3832,Tales of Zestiria: Doushi no Yoake
3833,Tales of Zestiria: Dawn of the Shepherd
3834,テイルズ オブ ゼスティリア ～導師の夜明け～
3836,Futari Daka
3837,Futari Daka
3838,ふたり鷹
3839,"Twin Hawks, A Full Throttle"
3840,Kidou Keisatsu Patlabor: New OVA
3841,Mobile Police Patlabor: The New Files
3842,機動警察パトレイバー　NEW OVA
3843,Patlabor 2
3844,Teekyuu 2 Specials
3846,てーきゅう 2
3847,"Tekyuu 2 Specials, Te-kyu 2 Specials"
3848,Hikaru no Go: Tokubetsu-hen - Sabaki no Ichikyoku! Inishie no Hana yo Sake!!
3850,ヒカルの碁 特別編 - 裁きの一局! いにしえの華よ咲け!!
3851,"Hikaru no Go Special, Match of Justice! The Ancient Flower Blooms!!"
3852,Mobile Suit Gundam 0080: War in the Pocket
3853,Mobile Suit Gundam 0080: War in the Pocket
3854,機動戦士ガンダム 0080 ポケットの中の戦争
3855,Kidou Senshi Gundam 0080- Pocket no Naka no Sensou
3856,Kamisama no Memochou
3857,Heaven&#039;s Memo Pad
3858,神様のメモ帳
3859,"It&#039;s the Only NEET Thing to Do, Kami-sama no Memo-chou, Kami-sama no Memo-chou, God&#039;s Notebook, Notebook of God"
3860,Detective Conan OVA 05: The Target is Kogoro! The Detective Boys&#039; Secret Investigation
3862,名探偵コナン 標的は小五郎!!少年探偵団マル秘調査
3863,Meitantei Conan: Hyouteki wa Kogoro! Shounen Tanteidan Maruchichousa
3864,Crusher Joe OVA
3865,Crusher Joe: The OVAs
3866,クラッシャージョウ
3868,Sanctuary
3869,Sanctuary
3870,サンクチュアリ
3872,Sengoku Choujuu Giga: Kou
3873,SENGOKUCHOJYUGIGA
3874,戦国鳥獣戯画~甲~
3875,Sengoku Wildlife Caricatures
3876,Shounen Ashibe: Go! Go! Goma-chan 2
3878,少年アシベ GO！GO！ゴマちゃん
3879,Young Ashibe: Go! Go! Goma-chan 2
3880,Valkyrie Choukyou Semen Tank no Ikusa Otome 10-nin Shimai
3882,ワルキューレ調教・ザーメンタンクの戦乙女10人姉妹
3884,"Dr. Slump Movie 02: ""Hoyoyo!"" Uchuu Daibouken"
3885,"Dr. Slump: ""Hoyoyo!"" Space Adventure"
3886,Dr.SLUMP “ほよよ!”宇宙大冒険
3888,Haja Taisei Dangaiou
3889,Great Planet Evil-Destroyer Dangaio
3890,破邪大星弾劾凰 [ダンガイオー]
3891,"Dangaioh, Dangaio, Dangaioh: Hyper Combat Unit, Haja Taisei Dangaio"
